2016-04-01,75.8254
2016-04-02,68.54032
2016-04-03,74.50301
2016-04-04,68.6638
2016-04-05,58.48819
2016-04-06,59.322113
2016-04-07,58.873043
2016-04-08,56.107464
2016-04-09,70.27769
2016-04-10,73.75914
2016-04-11,44.56387
2016-04-12,43.484245
2016-04-13,46.851204
2016-04-14,43.138943
2016-04-15,55.20235
2016-04-16,68.18381
2016-04-17,59.75647
2016-04-18,38.1068
2016-04-19,38.56916
2016-04-20,46.91841
2016-04-21,45.938663
2016-04-22,62.20236
2016-04-23,68.53845
2016-04-24,65.54624
2016-04-25,63.314857
2016-04-26,50.384792
2016-04-27,62.968674
2016-04-28,69.10269
2016-04-29,77.21236
2016-04-30,70.15408
2016-05-01,54.985275
2016-05-02,50.779633
2016-05-03,56.28305
2016-05-04,44.442654
2016-05-05,40.572304
2016-05-06,41.64288
2016-05-07,47.73543
2016-05-08,46.348446
2016-05-09,37.13715
2016-05-10,28.356464
2016-05-11,31.00237
2016-05-12,33.98615
2016-05-13,42.581047
2016-05-14,52.49478
2016-05-15,51.62352
2016-05-16,36.799538
2016-05-17,28.732841
2016-05-18,31.134102
2016-05-19,34.4774
2016-05-20,51.33108
2016-05-21,57.957882
2016-05-22,46.293808
2016-05-23,49.911137
2016-05-24,45.949387
2016-05-25,47.807453
2016-05-26,45.462162
2016-05-27,52.762486
2016-05-28,63.532803
2016-05-29,71.11294
2016-05-30,60.449944
2016-05-31,65.52063
2016-06-01,42.281227
2016-06-02,30.366596
2016-06-03,53.446392
2016-06-04,61.135128
2016-06-05,47.995808
2016-06-06,33.846943
2016-06-07,24.415216
2016-06-08,27.457052
2016-06-09,30.889402
2016-06-10,42.38334
2016-06-11,56.54816
2016-06-12,53.41959
2016-06-13,35.309116
2016-06-14,31.359224
2016-06-15,32.00391
2016-06-16,30.810078
2016-06-17,41.701675
2016-06-18,58.82154
2016-06-19,55.187103
2016-06-20,45.195915
2016-06-21,38.738907
2016-06-22,46.79934
2016-06-23,47.877975
2016-06-24,46.439957
2016-06-25,64.252815
2016-06-26,60.143307
2016-06-27,55.73233
2016-06-28,56.81685
2016-06-29,63.13716
2016-06-30,63.406116
2016-07-01,42.394684
2016-07-02,58.685677
2016-07-03,50.83759
2016-07-04,44.98577
2016-07-05,35.910454
2016-07-06,30.796118
2016-07-07,31.822357
2016-07-08,31.983593
2016-07-09,51.83443
2016-07-10,42.70481
2016-07-11,41.432095
2016-07-12,34.444622
2016-07-13,37.530342
2016-07-14,38.350075
2016-07-15,42.81751
2016-07-16,53.081043
2016-07-17,54.354214
2016-07-18,37.155365
2016-07-19,32.405357
2016-07-20,42.02576
2016-07-21,40.735855
2016-07-22,42.599457
2016-07-23,48.496944
2016-07-24,45.41623
2016-07-25,45.978172
2016-07-26,43.61238
2016-07-27,45.62396
2016-07-28,52.625423
2016-07-29,62.196495
2016-07-30,70.45538
2016-07-31,72.33863
2016-08-01,58.31194
2016-08-02,48.02405
2016-08-03,36.12328
2016-08-04,35.9998
2016-08-05,45.294495
2016-08-06,44.919785
2016-08-07,51.70707
2016-08-08,38.084877
2016-08-09,31.003513
2016-08-10,35.373398
2016-08-11,39.42054
2016-08-12,46.251358
2016-08-13,40.095913
2016-08-14,35.318726
2016-08-15,45.209343
2016-08-16,4.7764626
2016-08-17,30.794825
2016-08-18,36.48287
2016-08-19,49.190002
2016-08-20,57.380756
2016-08-21,33.29608
2016-08-22,49.32435
2016-08-23,47.81626
2016-08-24,45.911304
2016-08-25,47.415024
2016-08-26,46.173107
2016-08-27,67.631134
2016-08-28,65.26698
2016-08-29,63.301743
2016-08-30,62.167618
2016-08-31,64.3941
2016-09-01,42.310986
2016-09-02,48.27549
2016-09-03,46.084705
2016-09-04,51.367416
2016-09-05,38.57608
2016-09-06,27.96859
2016-09-07,24.754251
2016-09-08,28.560041
2016-09-09,37.8707
2016-09-10,49.980442
2016-09-11,53.088596
2016-09-12,45.062187
2016-09-13,42.385883
2016-09-14,40.07729
2016-09-15,40.80783
2016-09-16,47.377796
2016-09-17,57.586285
2016-09-18,57.353233
2016-09-19,42.09096
2016-09-20,58.71229
2016-09-21,55.46969
2016-09-22,60.486374
2016-09-23,49.286407
2016-09-24,65.36385
2016-09-25,64.874756
2016-09-26,52.733738
2016-09-27,53.237774
2016-09-28,58.16678
2016-09-29,65.42336
2016-09-30,64.732895
2016-10-01,60.446983
2016-10-02,56.979687
2016-10-03,57.090652
2016-10-04,40.705734
2016-10-05,38.921207
2016-10-06,35.00539
2016-10-07,39.123585
2016-10-08,53.21826
2016-10-09,51.029472
2016-10-10,47.569443
2016-10-11,34.505486
2016-10-12,37.40587
2016-10-13,42.65632
2016-10-14,45.79758
2016-10-15,51.336594
2016-10-16,47.05981
2016-10-17,36.602623
2016-10-18,32.514046
